date_line,index_capital_line
2012-03-02 00:00:00.005,2679.934
2012-03-05 00:00:00.005,2662.698
2012-03-06 00:00:00.005,2621.052
2012-03-07 00:00:00.005,2603.005
2012-03-08 00:00:00.005,2635.791
2012-03-09 00:00:00.005,2664.302
2012-03-12 00:00:00.005,2654.402
2012-03-13 00:00:00.005,2681.073
2012-03-14 00:00:00.005,2605.106
2012-03-15 00:00:00.005,2585.546
2012-03-16 00:00:00.005,2623.52
2012-03-19 00:00:00.005,2630.013
2012-03-20 00:00:00.005,2584.445
2012-03-21 00:00:00.005,2587.793
2012-03-22 00:00:00.005,2583.747
2012-03-23 00:00:00.005,2552.94
2012-03-26 00:00:00.005,2555.442
2012-03-27 00:00:00.005,2547.143
2012-03-28 00:00:00.005,2474.9
2012-03-29 00:00:00.005,2443.122
2012-03-30 00:00:00.005,2454.899
2012-04-05 00:00:00.005,2512.832
2012-04-06 00:00:00.005,2519.83
2012-04-09 00:00:00.005,2495.146
2012-04-10 00:00:00.005,2519.788
2012-04-11 00:00:00.005,2520.036
2012-04-12 00:00:00.005,2570.436
2012-04-13 00:00:00.005,2580.454
2012-04-16 00:00:00.005,2574.044
2012-04-17 00:00:00.005,2541.883
2012-04-18 00:00:00.005,2599.908
2012-04-19 00:00:00.005,2596.056
2012-04-20 00:00:00.005,2626.839
2012-04-23 00:00:00.005,2606.038
2012-04-24 00:00:00.005,2604.866
2012-04-25 00:00:00.005,2625.99
2012-04-26 00:00:00.005,2631.487
2012-04-27 00:00:00.005,2626.157
2012-05-02 00:00:00.005,2683.487
2012-05-03 00:00:00.005,2691.518
2012-05-04 00:00:00.005,2715.879
2012-05-07 00:00:00.005,2717.778
2012-05-08 00:00:00.005,2709.116
2012-05-09 00:00:00.005,2657.514
2012-05-10 00:00:00.005,2657.214
2012-05-11 00:00:00.005,2636.917
2012-05-14 00:00:00.005,2615.534
2012-05-15 00:00:00.005,2617.374
2012-05-16 00:00:00.005,2574.647
2012-05-17 00:00:00.005,2613.942
2012-05-18 00:00:00.005,2573.976
2012-05-21 00:00:00.005,2587.231
2012-05-22 00:00:00.005,2627.525
2012-05-23 00:00:00.005,2616.869
2012-05-24 00:00:00.005,2595.26
2012-05-25 00:00:00.005,2573.103
2012-05-28 00:00:00.005,2614.689
2012-05-29 00:00:00.005,2650.854
2012-05-30 00:00:00.005,2642.258
2012-05-31 00:00:00.005,2632.042
2012-06-01 00:00:00.005,2632.998
2012-06-04 00:00:00.005,2559.026
2012-06-05 00:00:00.005,2558.842
2012-06-06 00:00:00.005,2557.401
2012-06-07 00:00:00.005,2542.184
2012-06-08 00:00:00.005,2524.329
2012-06-11 00:00:00.005,2558.265
2012-06-12 00:00:00.005,2540.178
2012-06-13 00:00:00.005,2580.636
2012-06-14 00:00:00.005,2560.421
2012-06-15 00:00:00.005,2568.054
2012-06-18 00:00:00.005,2581.212
2012-06-19 00:00:00.005,2558.621
2012-06-20 00:00:00.005,2552.611
2012-06-21 00:00:00.005,2512.185
2012-06-25 00:00:00.005,2456.518
2012-06-26 00:00:00.005,2454.915
2012-06-27 00:00:00.005,2447.195
2012-06-28 00:00:00.005,2425.729
2012-06-29 00:00:00.005,2461.612
2012-07-02 00:00:00.005,2465.238
2012-07-03 00:00:00.005,2468.721
2012-07-04 00:00:00.005,2464.919
2012-07-05 00:00:00.005,2430.37
2012-07-06 00:00:00.005,2472.614
2012-07-09 00:00:00.005,2416.036
2012-07-10 00:00:00.005,2406.706
2012-07-11 00:00:00.005,2425.572
2012-07-12 00:00:00.005,2449.181
2012-07-13 00:00:00.005,2450.633
